Planet Name,Planet Host,Num Planets,Orbital Period Days,Equilibrium Temperature,Distance,Mass
K2-173 b,K2-173,1,5.868699,,228.641,
K2-174 b,K2-174,1,19.562307,455.0,99.9293,
K2-175 b,K2-175,1,9.525988,,247.266,
K2-176 b,K2-176,1,5.329439,,247.302,
K2-177 b,K2-177,1,14.155185,,492.167,
K2-178 b,K2-178,1,8.747818,,214.753,
K2-179 b,K2-179,1,5.172191,,190.81,
K2-180 b,K2-180,1,8.8656511,802.0,203.896,
K2-181 b,K2-181,1,6.894256,962.0,360.911,
K2-182 b,K2-182,1,4.7369729,982.0,154.83,
K2-183 b,K2-183,3,0.469269,,329.041,
K2-183 c,K2-183,3,10.792635,787.0,329.041,
K2-183 d,K2-183,3,22.631964,615.0,329.041,
K2-184 b,K2-184,1,16.9780102,533.0,75.5857,
K2-185 b,K2-185,2,10.616384,809.0,268.357,
K2-185 c,K2-185,2,52.713494,477.0,268.357,
K2-186 b,K2-186,1,41.474219,,330.739,
K2-187 b,K2-187,4,0.77392,1815.0,330.916,
K2-187 c,K2-187,4,2.872042,1173.0,330.916,
K2-187 d,K2-187,4,7.14921,865.0,330.916,
K2-187 e,K2-187,4,13.609878,698.0,330.916,
K2-188 b,K2-188,2,1.742169,1692.0,446.821,
K2-188 c,K2-188,2,7.810253,1026.0,446.821,
K2-189 b,K2-189,2,2.588309,1197.0,242.113,
K2-189 c,K2-189,2,6.679195,872.0,242.113,
K2-19 b,K2-19,3,7.9194,854.0,289.827,
K2-19 c,K2-19,3,11.90715,745.0,289.827,
K2-19 d,K2-19,3,2.50856,1252.0,289.827,
K2-190 b,K2-190,2,10.098858,,160.679,
K2-190 c,K2-190,2,21.574023,,160.679,
K2-191 b,K2-191,1,2.858646,,287.188,
K2-192 b,K2-192,1,4.162817,939.0,221.753,
K2-193 b,K2-193,1,14.786889,739.0,411.923,
K2-194 b,K2-194,1,39.721386,,629.51,
K2-195 b,K2-195,2,15.852975,720.0,315.014,
K2-195 c,K2-195,2,28.482786,,315.014,
K2-196 b,K2-196,1,48.324222,,584.877,
K2-197 b,K2-197,1,8.357881,848.0,247.637,
K2-198 b,K2-198,3,17.0428683,716.0,110.567,
K2-198 c,K2-198,3,3.3596055,1230.0,110.567,
K2-198 d,K2-198,3,7.4500177,943.0,110.567,
K2-199 b,K2-199,2,3.225338,861.0,107.518,
K2-199 c,K2-199,2,7.374694,653.0,107.518,
K2-200 b,K2-200,1,2.849883,,184.131,
K2-201 b,K2-201,2,1.05979,,197.932,
K2-201 c,K2-201,2,22.779878,,197.932,
K2-202 b,K2-202,1,3.405164,,300.397,
K2-203 b,K2-203,1,9.695101,,166.147,
K2-204 b,K2-204,1,7.055784,,577.235,
K2-205 b,K2-205,1,26.672263,,405.301,
K2-206 b,K2-206,1,18.294549,,244.443,
K2-207 b,K2-207,1,12.48749,,363.064,
K2-208 b,K2-208,1,4.190948,,256.887,
K2-209 b,K2-209,1,2.080615,,76.4986,
K2-21 b,K2-21,2,9.325038,,83.6448,
K2-21 c,K2-21,2,15.50192,,83.6448,
K2-210 b,K2-210,1,0.570233,,176.51,
K2-211 b,K2-211,1,0.669558,,272.297,
K2-212 b,K2-212,1,9.79551,542.0,109.218,
K2-213 b,K2-213,1,8.13087,,389.702,
K2-214 b,K2-214,1,8.596802,1006.0,300.64,
K2-215 b,K2-215,1,8.269648,,403.964,
K2-217 b,K2-217,1,14.074524,,381.878,
K2-218 b,K2-218,1,8.679885,,394.083,
K2-219 b,K2-219,3,3.901287,,325.4,
K2-219 c,K2-219,3,6.66767,,325.4,
K2-219 d,K2-219,3,11.137278,,325.4,
K2-220 b,K2-220,1,13.683256,758.0,233.514,
K2-221 b,K2-221,1,2.399094,,318.81,
K2-222 b,K2-222,1,15.387063,801.0,101.321,
K2-223 b,K2-223,2,0.50565,2271.0,198.604,
K2-223 c,K2-223,2,4.56327,1091.0,198.604,
K2-224 b,K2-224,2,4.47904,1002.0,275.255,
K2-224 c,K2-224,2,10.09489,764.0,275.255,
K2-225 b,K2-225,1,15.87209,902.0,357.778,
K2-226 b,K2-226,1,3.27108,1120.0,211.265,
K2-227 b,K2-227,1,13.621832,,187.234,
K2-228 b,K2-228,1,2.69828,914.0,129.46,
K2-229 b,K2-229,2,0.58426,1818.0,102.564,
K2-229 c,K2-229,2,8.32727,750.0,102.564,
K2-230 b,K2-230,1,2.86041,1529.0,540.773,
K2-231 b,K2-231,1,13.841901,,321.215,
K2-239 b,K2-239,3,5.24,502.0,31.0849,
K2-239 c,K2-239,3,7.775,427.0,31.0849,
K2-239 d,K2-239,3,10.115,399.0,31.0849,
K2-240 b,K2-240,2,6.034,586.0,72.9105,
K2-240 c,K2-240,2,20.523,389.0,72.9105,
K2-241 b,K2-241,1,26.8199,507.0,149.464,
K2-242 b,K2-242,1,6.51389,416.0,109.237,
K2-243 b,K2-243,2,11.54182,1035.0,266.864,
K2-243 c,K2-243,2,24.94598,801.0,266.864,
K2-244 b,K2-244,1,21.06884,638.0,212.902,
K2-245 b,K2-245,1,11.89307,923.0,456.064,
K2-246 b,K2-246,1,5.76918,977.0,703.616,
K2-247 b,K2-247,2,2.25021,979.0,258.113,
K2-247 c,K2-247,2,6.49424,688.0,258.113,
K2-248 b,K2-248,1,7.17256,886.0,406.254,
K2-249 b,K2-249,1,12.409,1061.0,521.716,
K2-25 b,K2-25,1,3.484552,,44.9565,
K2-250 b,K2-250,1,4.01457,958.0,414.708,
K2-251 b,K2-251,1,9.30075,437.0,147.03,
K2-252 b,K2-252,1,13.81513,639.0,228.839,
K2-253 b,K2-253,1,4.00167,1238.0,876.565,
K2-254 b,K2-254,2,4.09639,791.0,227.775,
K2-254 c,K2-254,2,12.11839,551.0,227.775,
K2-255 b,K2-255,1,1.96417,1034.0,191.608,
K2-256 b,K2-256,1,5.52011,845.0,564.693,
K2-257 b,K2-257,1,1.60588,789.0,64.0065,
K2-258 b,K2-258,1,19.0921,831.0,661.873,
K2-259 b,K2-259,1,15.48043,795.0,416.457,
K2-26 b,K2-26,1,14.5665,430.0,99.0504,
K2-264 b,K2-264,2,5.840002,496.0,185.605,
K2-264 c,K2-264,2,19.660302,331.0,185.605,
K2-268 b,K2-268,5,2.151676,1136.0,327.783,
K2-268 c,K2-268,5,9.327527,696.0,327.783,
K2-268 d,K2-268,5,4.528598,888.0,327.783,
K2-268 e,K2-268,5,6.131243,801.0,327.783,
K2-268 f,K2-268,5,26.27057,492.0,327.783,
K2-269 b,K2-269,1,4.144965,1429.0,360.76,
K2-270 b,K2-270,2,1.543069,1203.0,280.518,
K2-270 c,K2-270,2,4.400028,848.0,280.518,
K2-271 b,K2-271,1,8.562421,893.0,564.454,
K2-272 b,K2-272,1,14.4536756,747.0,423.065,
K2-273 b,K2-273,1,11.7195663,849.0,308.105,
K2-274 b,K2-274,1,14.1330314,655.0,228.327,
K2-275 b,K2-275,2,3.2809626,1166.0,123.438,
K2-275 c,K2-275,2,8.4388385,653.0,123.438,
K2-276 b,K2-276,1,18.718269,583.0,488.152,
K2-277 b,K2-277,1,6.326763,958.0,113.123,
K2-278 b,K2-278,1,3.334966,1711.0,786.439,
K2-279 b,K2-279,1,7.122605,879.0,182.983,
K2-28 b,K2-28,1,2.260455,568.0,62.9969,
K2-281 b,K2-281,1,8.687721,665.0,458.139,
K2-282 b,K2-282,2,4.169836,1057.0,496.289,
K2-283 b,K2-283,1,1.921036,1186.0,402.915,
K2-284 b,K2-284,1,4.795069,653.0,107.272,
K2-286 b,K2-286,1,27.359,347.0,76.1486,
K2-288 B b,K2-288 B,1,31.393463,226.0,65.6138,
K2-289 b,K2-289,1,13.156969,753.0,274.3,
K2-293 b,K2-293,1,13.1225,750.0,392.251,
K2-294 b,K2-294,1,2.50387,1425.0,373.078,
K2-308 b,K2-308,1,3.38628,,1314.53,
K2-315 b,K2-315,1,3.1443189,460.0,56.9686,
K2-316 b,K2-316,2,1.133,841.0,112.486,
K2-316 c,K2-316,2,5.26,423.0,112.486,
K2-317 b,K2-317,1,6.22,432.0,176.291,
K2-318 b,K2-318,1,7.01,456.0,147.866,
K2-319 b,K2-319,1,26.68,641.0,209.071,
K2-320 b,K2-320,1,1.995,698.0,108.74,
K2-321 b,K2-321,1,2.298,701.0,77.6888,
K2-322 b,K2-322,1,8.205,635.0,123.415,
K2-323 b,K2-323,1,24.93,318.0,118.318,
K2-324 b,K2-324,1,3.262,707.0,136.667,
K2-325 b,K2-325,1,6.93,423.0,111.638,
K2-326 b,K2-326,1,1.256,1114.0,282.308,
K2-330 b,K2-330,1,13.774798,969.0,160.125,
K2-331 b,K2-331,2,9.398977,909.0,211.43,
K2-331 c,K2-331,2,22.996591,673.0,211.43,
K2-332 b,K2-332,1,17.70632,266.0,123.202,
K2-333 b,K2-333,1,14.759287,826.0,343.99,
K2-334 b,K2-334,1,5.113981,1380.0,371.823,
K2-335 b,K2-335,1,12.283211,949.0,557.993,
K2-336 b,K2-336,1,21.194733,569.0,239.289,
K2-337 b,K2-337,1,16.273563,850.0,421.636,
K2-338 b,K2-338,1,3.850614,783.0,156.951,
K2-339 b,K2-339,1,19.507428,508.0,360.36,
K2-34 b,K2-34,1,2.9956348,1687.0,348.646,
K2-340 b,K2-340,1,29.740451,606.0,738.136,
K2-341 b,K2-341,1,36.552551,598.0,421.408,
K2-342 b,K2-342,1,11.561052,861.0,208.357,
K2-343 b,K2-343,2,2.787174,653.0,166.169,
K2-343 c,K2-343,2,7.676972,465.0,166.169,
K2-344 b,K2-344,1,3.35585,722.0,75.1691,
K2-345 b,K2-345,1,10.367437,437.0,162.408,
K2-346 b,K2-346,1,26.201446,450.0,105.58,
K2-347 b,K2-347,1,7.187257,640.0,320.336,
K2-348 b,K2-348,2,4.688418,908.0,201.856,
K2-348 c,K2-348,2,12.550171,655.0,201.856,
K2-349 b,K2-349,1,9.032178,518.0,453.567,
K2-35 b,K2-35,2,2.399964,,252.596,
K2-35 c,K2-35,2,5.608352,,252.596,
K2-350 b,K2-350,2,4.163873,1158.0,489.368,
K2-350 c,K2-350,2,19.991944,687.0,489.368,
K2-351 b,K2-351,1,7.806164,934.0,694.734,
K2-352 b,K2-352,3,3.665912,1160.0,176.051,
K2-352 c,K2-352,3,8.234885,885.0,176.051,
K2-352 d,K2-352,3,14.871387,727.0,176.051,
K2-353 b,K2-353,1,15.466805,735.0,268.515,
K2-354 b,K2-354,1,3.793306,543.0,91.722,
K2-355 b,K2-355,1,5.7385647,1066.0,500.497,
K2-356 b,K2-356,1,21.0267366,624.0,355.54,
K2-357 b,K2-357,1,16.3488637,735.0,517.687,
K2-358 b,K2-358,1,11.2510285,888.0,480.307,
K2-37 b,K2-37,3,4.44117,974.0,179.943,
K2-37 c,K2-37,3,6.42904,861.0,179.943,
K2-37 d,K2-37,3,14.09189,663.0,179.943,
K2-4 b,K2-4,1,10.003417,,231.828,
K2-42 b,K2-42,1,6.68796,,396.913,
K2-43 b,K2-43,2,3.471149,939.0,182.536,
K2-43 c,K2-43,2,2.198884,1094.0,182.536,
K2-44 b,K2-44,1,5.657,,476.703,
K2-45 b,K2-45,1,1.7292684,,495.317,
K2-46 b,K2-46,1,19.1541,,449.237,
K2-47 b,K2-47,1,31.6372,,349.881,
K2-48 b,K2-48,1,20.5065,,313.764,
K2-49 b,K2-49,1,2.77065,,457.125,
K2-5 b,K2-5,2,5.73594,565.0,202.943,
K2-5 c,K2-5,2,10.93241,456.0,202.943,
K2-50 b,K2-50,2,8.7529,,257.443,
K2-52 b,K2-52,1,3.535055,2004.0,1038.41,
K2-53 b,K2-53,1,12.20772,665.0,138.018,
K2-54 b,K2-54,1,9.7843,,174.955,
K2-55 b,K2-55,1,2.849258,,159.522,
K2-57 b,K2-57,1,9.0063,,264.213,
K2-58 b,K2-58,3,7.05254,,181.746,
K2-58 c,K2-58,3,2.53726,,181.746,
K2-58 d,K2-58,3,22.8827,,181.746,
K2-59 b,K2-59,2,20.6921,,311.313,
K2-59 c,K2-59,2,11.2954,,311.313,
K2-6 b,K2-6,1,30.94191,615.0,316.819,
K2-61 b,K2-61,1,2.57302,,405.732,
K2-62 b,K2-62,2,6.67202,,112.467,
K2-62 c,K2-62,2,16.1966,,112.467,
K2-63 b,K2-63,2,20.257,,517.534,
K2-63 c,K2-63,2,25.4556,,517.534,
K2-64 b,K2-64,1,6.53044,,499.891,
K2-65 b,K2-65,1,12.6475,,,
K2-68 b,K2-68,1,8.05428,,168.652,
K2-69 b,K2-69,1,7.06599,,180.697,
K2-7 b,K2-7,1,28.67992,651.0,738.553,
K2-70 b,K2-70,1,13.97896,,232.964,
K2-71 b,K2-71,1,6.98541,,153.192,
K2-72 b,K2-72,4,5.577212,,66.4321,
K2-72 c,K2-72,4,15.189034,,66.4321,
K2-72 d,K2-72,4,7.760178,,66.4321,
K2-72 e,K2-72,4,24.158868,,66.4321,
K2-73 b,K2-73,1,7.49543,,269.183,
K2-74 b,K2-74,1,19.5666,,377.822,
K2-75 b,K2-75,2,7.8142,,561.93,
K2-75 c,K2-75,2,18.311,,561.93,
K2-79 b,K2-79,1,10.99573,,256.011,
K2-8 b,K2-8,2,10.35239,631.0,403.513,
K2-8 c,K2-8,2,5.06416,801.0,403.513,
K2-80 b,K2-80,3,19.0918,,200.802,
K2-80 c,K2-80,3,5.605,,200.802,
K2-80 d,K2-80,3,28.867253,,200.802,
K2-81 b,K2-81,1,6.102325,,252.318,
K2-83 b,K2-83,2,2.74697,,125.529,
K2-83 c,K2-83,2,9.99767,,125.529,
K2-84 b,K2-84,2,6.4215,,284.876,
K2-84 c,K2-84,2,27.86,,284.876,
K2-85 b,K2-85,1,0.684533,,97.2179,
K2-86 b,K2-86,1,8.77683,,258.699,
K2-87 b,K2-87,1,9.726618,979.0,491.242,
K2-88 b,K2-88,1,4.6122,,110.561,
K2-89 b,K2-89,1,1.096026,,86.0386,
K2-9 b,K2-9,1,18.4498,314.0,82.9631,
K2-90 b,K2-90,2,13.733314,502.0,134.188,
K2-90 c,K2-90,2,2.900706,,134.188,
K2-91 b,K2-91,1,1.419549,,62.5785,
K2-95 b,K2-95,1,10.1346454,474.0,179.854,
K2-97 b,K2-97,1,8.406726,1499.0,878.43,
K2-98 b,K2-98,1,10.136448,1092.0,518.625,
K2-99 b,K2-99,1,18.251985,1113.0,519.229,
KIC 10001893 b,KIC 10001893,3,0.2197,,1672.94,
KIC 10001893 c,KIC 10001893,3,0.32528,,1672.94,
KIC 10001893 d,KIC 10001893,3,0.81161,,1672.94,
KIC 10525077 b,KIC 10525077,1,854.083,,1461.15,
KIC 3558849 b,KIC 3558849,1,1322.3,,1215.7,
KIC 5437945 b,KIC 5437945,2,440.7813,,1274.01,
KIC 5951458 b,KIC 5951458,1,1320.1,,742.688,
KIC 8540376 b,KOI-7892,2,31.8099,,1072.3,
KIC 8540376 c,KOI-7892,2,75.2,,1072.3,
KIC 9663113 b,KIC 9663113,2,572.3847,,1594.74,
KOI-217 b,KOI-217,1,3.90512,,914.699,
KOI-351 b,KOI-351,8,7.008151,,848.254,
KOI-351 c,KOI-351,8,8.719375,,848.254,
KOI-351 d,KOI-351,8,59.73667,,848.254,
KOI-351 e,KOI-351,8,91.93913,,848.254,
KOI-351 f,KOI-351,8,124.9144,,848.254,
KOI-351 g,KOI-351,8,210.60697,,848.254,
KOI-351 h,KOI-351,8,331.60059,,848.254,
Kepler-1000 b,Kepler-1000,1,120.0181272,,1115.62,
Kepler-1001 b,Kepler-1001,2,14.30511983,,928.978,
Kepler-1001 c,Kepler-1001,2,9.18186,,928.978,
Kepler-1002 b,Kepler-1002,1,4.33642933,,408.303,
Kepler-1003 b,Kepler-1003,1,3.55485691,,941.902,
Kepler-1004 b,Kepler-1004,1,5.28789787,,1152.68,
Kepler-1005 b,Kepler-1005,1,6.49801525,,567.806,
Kepler-1006 b,Kepler-1006,1,19.76172042,,,
Kepler-1007 b,Kepler-1007,1,5.18500207,,,
Kepler-1008 b,Kepler-1008,1,12.43931193,,282.565,
Kepler-1009 b,Kepler-1009,1,11.35011917,,355.019,
Kepler-1010 b,Kepler-1010,1,34.2685705,,579.273,
Kepler-1011 b,Kepler-1011,1,5.75322197,,736.779,
Kepler-1012 b,Kepler-1012,1,5.50860439,,411.077,
Kepler-1013 b,Kepler-1013,1,18.93054959,,422.246,
Kepler-1014 b,Kepler-1014,1,16.57110363,,624.8,
Kepler-1015 b,Kepler-1015,1,16.00494214,,739.357,
Kepler-1016 b,Kepler-1016,2,1.95452434,,1402.82,
Kepler-1016 c,Kepler-1016,2,105.6551369,,1402.82,
Kepler-1017 b,Kepler-1017,1,7.23400469,,552.058,
Kepler-1018 b,Kepler-1018,1,49.1013514,,1010.01,
Kepler-1019 b,Kepler-1019,1,1.41122985,,194.182,
Kepler-1020 b,Kepler-1020,1,96.9151496,,415.358,
Kepler-1021 b,Kepler-1021,1,13.47469571,,810.082,
Kepler-1022 b,Kepler-1022,1,10.99469878,,420.042,
Kepler-1023 b,Kepler-1023,1,62.1387714,,694.175,
Kepler-1024 b,Kepler-1024,1,66.4162133,,1087.4,
Kepler-1025 b,Kepler-1025,1,37.3229493,,803.776,
Kepler-1026 b,Kepler-1026,1,36.5156053,,351.239,
Kepler-1027 b,Kepler-1027,1,1.9078052,,405.104,
Kepler-1028 b,Kepler-1028,1,2.51462432,,607.916,
Kepler-1029 b,Kepler-1029,1,4.41769648,,366.656,
Kepler-1030 b,Kepler-1030,1,19.32952416,,758.702,
Kepler-1031 b,Kepler-1031,1,1.22621732,,682.882,
Kepler-1032 b,Kepler-1032,1,3.29011795,,673.01,
Kepler-1033 b,Kepler-1033,1,7.56052806,,1455.5,
Kepler-1034 b,Kepler-1034,1,12.12400943,,654.549,
Kepler-1035 b,Kepler-1035,1,2.71407755,,562.116,
Kepler-1036 b,Kepler-1036,1,122.8808058,,489.435,
Kepler-1037 b,Kepler-1037,1,1.06378867,,446.914,
Kepler-1038 b,Kepler-1038,1,148.4603382,,584.136,
Kepler-1039 b,Kepler-1039,1,0.93488424,,306.91,
Kepler-104 b,Kepler-104,3,11.427548,,400.785,
Kepler-104 c,Kepler-104,3,23.668205,,400.785,
Kepler-104 d,Kepler-104,3,51.755394,,400.785,
Kepler-1040 b,Kepler-1040,1,201.1214,,482.119,
Kepler-1041 b,Kepler-1041,1,24.7576421,,1485.82,
Kepler-1042 b,Kepler-1042,1,10.13202575,,,
Kepler-1043 b,Kepler-1043,1,38.5053398,,903.332,
Kepler-1044 b,Kepler-1044,1,6.77408868,,1278.96,
Kepler-1045 b,Kepler-1045,1,26.41045478,,942.485,
Kepler-1046 b,Kepler-1046,1,14.37508035,,721.534,
Kepler-1047 b,Kepler-1047,2,56.1886887,,817.647,
Kepler-1047 c,Kepler-1047,2,3.18897601,,817.647,
Kepler-1048 b,Kepler-1048,1,6.92101021,,556.006,
Kepler-1049 b,Kepler-1049,1,3.27346074,,162.006,
Kepler-105 b,Kepler-105,2,5.4122,1418.0,459.223,
Kepler-1050 b,Kepler-1050,2,15.3787546,,490.488,
Kepler-1050 c,Kepler-1050,2,21.1284569,,490.488,
Kepler-1051 b,Kepler-1051,1,25.96200249,,829.343,
Kepler-1052 b,Kepler-1052,1,34.8538276,,943.444,
Kepler-1053 b,Kepler-1053,1,2.41435165,,151.129,
Kepler-1054 b,Kepler-1054,1,4.30655689,,1090.51,
Kepler-1055 b,Kepler-1055,1,2.29503623,,389.397,
Kepler-1056 b,Kepler-1056,1,27.495606,,982.51,
Kepler-1057 b,Kepler-1057,1,14.08827448,,1201.82,
Kepler-1058 b,Kepler-1058,1,110.96546,,491.997,
Kepler-1059 b,Kepler-1059,1,3.76419105,,713.167,
Kepler-1060 b,Kepler-1060,1,46.8779367,,946.565,
Kepler-1061 b,Kepler-1061,1,2.75798267,,543.375,
Kepler-1062 b,Kepler-1062,1,9.30412078,,397.455,
Kepler-1063 b,Kepler-1063,1,14.07971466,,343.226,
Kepler-1064 b,Kepler-1064,1,16.54080322,,,
Kepler-1065 b,Kepler-1065,2,3.60930891,,1122.48,
Kepler-1065 c,Kepler-1065,2,2.37030743,,1122.48,
Kepler-1066 b,Kepler-1066,1,1.93155984,,344.251,
Kepler-1067 b,Kepler-1067,1,0.76212926,,667.693,
Kepler-1068 b,Kepler-1068,1,16.92344113,,1473.61,
Kepler-1069 b,Kepler-1069,1,23.8990296,,695.967,
Kepler-1070 b,Kepler-1070,1,6.2216147,,939.001,
Kepler-1071 b,Kepler-1071,1,6.1799844,,1042.27,
Kepler-1072 b,Kepler-1072,1,1.5690665,,982.716,
Kepler-1073 b,Kepler-1073,2,8.67888593,,809.897,
Kepler-1073 c,Kepler-1073,2,4.02582254,,809.897,
Kepler-1074 b,Kepler-1074,1,5.94566534,,250.817,
Kepler-1075 b,Kepler-1075,1,1.52372816,,291.275,
Kepler-1076 b,Kepler-1076,1,6.14727918,,,
Kepler-1077 b,Kepler-1077,1,34.3511874,,1101.42,
Kepler-1078 b,Kepler-1078,1,3.00725242,,2481.71,
Kepler-1079 b,Kepler-1079,1,13.24503188,,591.098,
Kepler-108 b,Kepler-108,2,49.183921,,338.732,
Kepler-108 c,Kepler-108,2,190.323494,,338.732,
Kepler-1080 b,Kepler-1080,1,77.2548396,,1382.82,
Kepler-1081 b,Kepler-1081,1,3.85691855,,420.215,
Kepler-1082 b,Kepler-1082,1,1.5432066,,739.557,
Kepler-1083 b,Kepler-1083,1,33.4177993,,902.633,
Kepler-1084 b,Kepler-1084,1,2.05333679,,405.533,
Kepler-1085 b,Kepler-1085,2,219.3217528,,1364.53,
Kepler-1085 c,Kepler-1085,2,56.7771,,1364.53,
Kepler-1086 b,Kepler-1086,2,18.78425728,,466.084,
Kepler-1086 c,Kepler-1086,2,161.5163345,,466.084,
Kepler-1087 b,Kepler-1087,1,0.69384285,,362.623,
Kepler-1088 b,Kepler-1088,1,23.12748644,,280.629,
Kepler-1089 b,Kepler-1089,1,5.13248562,,259.328,
Kepler-1090 b,Kepler-1090,1,198.680179,,858.77,
Kepler-1091 b,Kepler-1091,1,1.43474156,,914.299,
Kepler-1092 b,Kepler-1092,1,58.6017925,,981.233,
Kepler-1093 b,Kepler-1093,2,25.0824626,,1072.88,
Kepler-1093 c,Kepler-1093,2,89.722292,,1072.88,
Kepler-1094 b,Kepler-1094,1,78.1000231,,1291.01,
Kepler-1095 b,Kepler-1095,1,4.27103091,,792.522,
Kepler-1096 b,Kepler-1096,1,2.89221751,,377.976,
Kepler-1097 b,Kepler-1097,1,187.747029,,719.802,
Kepler-1098 b,Kepler-1098,1,2.54307286,,1049.19,
Kepler-1099 b,Kepler-1099,1,2.16845259,,1022.8,
Kepler-110 b,Kepler-110,2,12.691112,,586.531,
Kepler-110 c,Kepler-110,2,31.719775,,586.531,
Kepler-1100 b,Kepler-1100,1,6.42200058,,693.618,
Kepler-1101 b,Kepler-1101,1,81.3151059,,742.473,
Kepler-1102 b,Kepler-1102,1,51.3285623,,1246.05,
Kepler-1103 b,Kepler-1103,1,19.79191978,,1331.92,
Kepler-1104 b,Kepler-1104,1,5.03728015,,530.658,
Kepler-1105 b,Kepler-1105,1,4.42157218,,318.004,
Kepler-1106 b,Kepler-1106,1,1.25275217,,1090.7,
Kepler-1107 b,Kepler-1107,1,0.57103852,,428.798,
Kepler-1108 b,Kepler-1108,1,4.51005748,,767.701,
Kepler-1109 b,Kepler-1109,1,37.6467384,,685.087,
Kepler-111 b,Kepler-111,2,3.341815,,657.223,
Kepler-111 c,Kepler-111,2,224.784608,,657.223,
Kepler-1110 b,Kepler-1110,1,9.69312032,,726.828,
Kepler-1111 b,Kepler-1111,1,8.79617863,,841.536,
Kepler-1112 b,Kepler-1112,1,14.36267939,,1671.28,
Kepler-1113 b,Kepler-1113,1,42.3004954,,1073.88,
Kepler-1114 b,Kepler-1114,1,14.97435694,,418.417,
Kepler-1115 b,Kepler-1115,1,23.5540725,,983.245,
Kepler-1116 b,Kepler-1116,1,41.6977827,,1008.57,
Kepler-1117 b,Kepler-1117,1,4.79028459,,568.487,
Kepler-1118 b,Kepler-1118,1,38.6715075,,888.325,
Kepler-1119 b,Kepler-1119,1,8.3265153,,1757.23,
Kepler-112 b,Kepler-112,2,8.408878,,513.206,
Kepler-112 c,Kepler-112,2,28.574263,,513.206,
Kepler-1120 b,Kepler-1120,1,2.94902905,,615.231,
Kepler-1121 b,Kepler-1121,1,13.15141081,,482.047,
Kepler-1122 b,Kepler-1122,1,42.1917357,,1230.42,
Kepler-1123 b,Kepler-1123,1,4.33946454,,704.323,
Kepler-1124 b,Kepler-1124,1,2.85234897,,289.899,
Kepler-1125 b,Kepler-1125,1,17.6700642,,2011.41,
Kepler-1126 b,Kepler-1126,1,108.593329,,635.736,
Kepler-1127 b,Kepler-1127,1,5.12330347,,842.459,
Kepler-1128 b,Kepler-1128,1,61.6178167,,1083.41,
Kepler-1129 b,Kepler-1129,2,24.3397804,,1183.88,
Kepler-1129 c,Kepler-1129,2,76.5369586,,1183.88,
Kepler-1130 b,Kepler-1130,1,5.45298175,,249.343,
Kepler-1131 b,Kepler-1131,1,3.53232449,,1030.7,
Kepler-1132 b,Kepler-1132,1,62.8916228,,867.931,
Kepler-1133 b,Kepler-1133,1,11.55562343,,753.135,
Kepler-1134 b,Kepler-1134,1,17.13263989,,944.445,
Kepler-1135 b,Kepler-1135,1,76.957857,,1314.64,
Kepler-1136 b,Kepler-1136,1,2.36172433,,491.406,
Kepler-1137 b,Kepler-1137,1,23.9210791,,921.778,
Kepler-1138 b,Kepler-1138,1,3.17060005,,872.328,
Kepler-1139 b,Kepler-1139,1,0.81316672,,495.156,
Kepler-114 b,Kepler-114,3,5.188549,,259.533,
Kepler-1140 b,Kepler-1140,1,24.0862707,,656.48,
Kepler-1141 b,Kepler-1141,1,2.34451194,,393.642,
Kepler-1142 b,Kepler-1142,1,18.3027248,,1273.51,
Kepler-1143 b,Kepler-1143,2,2.88890485,,555.189,
Kepler-1143 c,Kepler-1143,2,210.630591,,555.189,
Kepler-1144 b,Kepler-1144,1,17.14647302,,1140.57,
Kepler-1145 b,Kepler-1145,1,3.97076766,,691.961,
Kepler-1146 b,Kepler-1146,1,2.3522658,,703.038,
Kepler-1147 b,Kepler-1147,1,10.62784997,,1657.36,
Kepler-1148 b,Kepler-1148,1,1.10446351,,625.692,
Kepler-1149 b,Kepler-1149,1,3.73089898,,1217.73,
Kepler-115 b,Kepler-115,2,2.403679,,623.609,
Kepler-115 c,Kepler-115,2,8.990889,,623.609,
Kepler-1150 b,Kepler-1150,1,2.78786839,,358.518,
Kepler-1151 b,Kepler-1151,1,65.6478424,,682.436,
Kepler-1152 b,Kepler-1152,1,1.64680191,,215.233,
Kepler-1153 b,Kepler-1153,1,1.75583533,,1119.49,
Kepler-1154 b,Kepler-1154,2,5.1856142,,1460.1,
Kepler-1154 c,Kepler-1154,2,8.45808312,,1460.1,
Kepler-1155 b,Kepler-1155,1,33.469743,,1128.72,
Kepler-1156 b,Kepler-1156,1,11.89520511,,691.331,
Kepler-1157 b,Kepler-1157,1,4.45743164,,342.144,
Kepler-1158 b,Kepler-1158,1,13.5396293,,1484.25,
Kepler-1159 b,Kepler-1159,1,22.70816791,,1213.71,
Kepler-116 b,Kepler-116,2,5.968734,,955.168,
Kepler-116 c,Kepler-116,2,13.07163,,955.168,
Kepler-1160 b,Kepler-1160,1,7.97034958,,1077.63,
Kepler-1161 b,Kepler-1161,1,10.71252541,,547.726,
Kepler-1162 b,Kepler-1162,1,32.5637069,,940.211,
Kepler-1163 b,Kepler-1163,1,6.11786898,,478.647,
Kepler-1164 b,Kepler-1164,1,3.97599768,,431.622,
Kepler-1165 b,Kepler-1165,1,9.478522,,1575.2,
Kepler-1166 b,Kepler-1166,1,33.2406882,,634.906,
